,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,Short_Question_Text,Count_of_Individuals
8065,48.0,-16.0,72.0,28.0,97.0,Michigan,Sterling Heights,2676460.0,26,76460,"Sterling Heights city, Michigan",130209.0,40.8,57075.0,26691.0,16784.0,12.890046002964464,6.157024476034683,2016.0,MI,Michigan,Sterling Heights,City,BRFSS,Prevention,2676460,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.5,10.0,10.9,129699.0,"(42.580985283, -83.0303680858)",PREVENT,ACCESS2,Health Insurance,13618.394999999999
8093,50.0,-12.0,74.0,31.0,100.0,Michigan,Warren,2684000.0,26,84000,"Warren city, Michigan",134376.0,39.4,43962.0,21744.0,24228.0,18.03000535809966,7.247573971542537,2016.0,MI,Michigan,Warren,City,BRFSS,Prevention,2684000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.0,12.6,13.3,134056.0,"(42.4934233034, -83.0270075248)",PREVENT,ACCESS2,Health Insurance,17427.28
8121,50.0,-14.0,74.0,30.0,101.0,Michigan,Westland,2686000.0,26,86000,"Westland city, Michigan",83476.0,38.4,43993.0,23993.0,12822.0,15.3601035028032,6.921749964061527,2016.0,MI,Michigan,Westland,City,BRFSS,Prevention,2686000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.8,11.4,12.3,84094.0,"(42.3192220455, -83.3805461719)",PREVENT,ACCESS2,Health Insurance,9923.092
8149,47.0,-28.0,72.0,25.0,101.0,Minnesota,Bloomington,2706616.0,27,06616,"Bloomington city, Minnesota",84451.0,42.3,61820.0,35874.0,8529.0,10.099347550650673,4.430971806136102,2016.0,MN,Minnesota,Bloomington,City,BRFSS,Prevention,2706616,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.1,7.8,8.5,82893.0,"(44.8305852429, -93.3150995817)",PREVENT,ACCESS2,Health Insurance,6714.3330000000005
8177,46.0,-29.0,71.0,23.0,98.0,Minnesota,Brooklyn Park,2707966.0,27,07966,"Brooklyn Park city, Minnesota",76781.0,32.7,64113.0,26917.0,9427.0,12.277777054219143,5.067659967960823,2016.0,MN,Minnesota,Brooklyn Park,City,BRFSS,Prevention,2707966,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.5,10.4,75781.0,"(45.1112033916, -93.3505067942)",PREVENT,ACCESS2,Health Insurance,7502.319
8205,42.0,-26.0,65.0,23.0,93.0,Minnesota,Duluth,2717000.0,27,17000,"Duluth city, Minnesota",86234.0,32.8,43064.0,24926.0,17773.0,20.610200153071876,4.570123153280608,2016.0,MN,Minnesota,Duluth,City,BRFSS,Prevention,2717000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.5,8.2,8.9,86265.0,"(46.7854703427, -92.1342013763)",PREVENT,ACCESS2,Health Insurance,7332.525000000001
8233,47.0,-28.0,72.0,25.0,101.0,Minnesota,Minneapolis,2743000.0,27,43000,"Minneapolis city, Minnesota",389112.0,31.6,49885.0,31281.0,84076.0,21.607146528505933,5.7417915664384545,2016.0,MN,Minnesota,Minneapolis,City,BRFSS,Prevention,2743000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.0,9.8,10.3,382578.0,"(44.9635407967, -93.2678345304)",PREVENT,ACCESS2,Health Insurance,38257.8
8261,46.0,-29.0,71.0,23.0,98.0,Minnesota,Plymouth,2751730.0,27,51730,"Plymouth city, Minnesota",71852.0,40.0,84392.0,46948.0,3855.0,5.365195123309024,3.1049935979513443,2016.0,MN,Minnesota,Plymouth,City,BRFSS,Health Outcomes,2751730,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,5.4,7.1,70576.0,"(45.022462874, -93.4616016242)",HLTHOUT,TEETHLOST,Teeth Loss,4375.7119999999995
8289,45.0,-29.0,70.0,21.0,96.0,Minnesota,Rochester,2754880.0,27,54880,"Rochester city, Minnesota",108179.0,35.2,62575.0,32887.0,9796.0,9.055361946403647,2.445021677035284,2016.0,MN,Minnesota,Rochester,City,BRFSS,Health Outcomes,2754880,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.9,7.8,8.0,106769.0,"(44.0150574384, -92.4775005494)",HLTHOUT,CASTHMA,Current Asthma,8434.751
8317,46.0,-27.0,70.0,25.0,97.0,Minnesota,St. Paul,2758000.0,27,58000,"St. Paul city, Minnesota",288802.0,31.0,47010.0,25695.0,64676.0,22.394581754973995,5.436942957458744,2016.0,MN,Minnesota,St. Paul,City,BRFSS,Prevention,2758000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.0,10.8,11.2,285068.0,"(44.9477402558, -93.1039958305)",PREVENT,ACCESS2,Health Insurance,31357.48
8345,68.0,18.0,84.0,50.0,102.0,Mississippi,Gulfport,2829700.0,28,29700,"Gulfport city, Mississippi",69004.0,34.3,37610.0,20863.0,16480.0,23.882673468204743,5.533012578980928,2016.0,MS,Mississippi,Gulfport,City,BRFSS,Prevention,2829700,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.1,19.5,20.9,67793.0,"(30.427377008, -89.0701908439)",PREVENT,ACCESS2,Health Insurance,13626.393
8373,64.0,13.0,86.0,45.0,102.0,Mississippi,Jackson,2836000.0,28,36000,"Jackson city, Mississippi",173997.0,31.6,32708.0,18623.0,50577.0,29.0677425472853,6.0615987631970665,2016.0,MS,Mississippi,Jackson,City,BRFSS,Prevention,2836000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.0,21.5,22.6,173514.0,"(32.31627222, -90.2124528561)",PREVENT,ACCESS2,Health Insurance,38173.08
8401,55.0,-11.0,80.0,32.0,106.0,Missouri,Columbia,2915670.0,29,15670,"Columbia city, Missouri",111145.0,26.6,43262.0,26110.0,24946.0,22.444554410904676,3.2821989293265554,2016.0,MO,Missouri,Columbia,City,BRFSS,Prevention,2915670,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.5,12.0,13.1,108500.0,"(38.9481109651, -92.3260129764)",PREVENT,ACCESS2,Health Insurance,13562.5
8429,56.0,-8.0,79.0,33.0,104.0,Missouri,Independence,2935000.0,29,35000,"Independence city, Missouri",116881.0,39.4,44261.0,23408.0,20022.0,17.13024358107819,5.065836192366595,2016.0,MO,Missouri,Independence,City,BRFSS,Prevention,2935000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.6,16.1,17.1,116830.0,"(39.0870794771, -94.3502748237)",PREVENT,ACCESS2,Health Insurance,19393.780000000002
8457,57.0,-7.0,81.0,35.0,105.0,Missouri,Kansas City,2938000.0,29,38000,"Kansas City city, Missouri",462378.0,35.0,45275.0,26889.0,86683.0,18.747215481705446,5.176716885318938,2016.0,MO,Missouri,Kansas City,City,BRFSS,Prevention,2938000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.5,16.3,16.8,459787.0,"(39.1239413971, -94.5541236795)",PREVENT,ACCESS2,Health Insurance,75864.85500000001
8485,56.0,-8.0,79.0,33.0,104.0,Missouri,Lee's Summit,2941348.0,29,41348,"Lee's Summit city, Missouri",91758.0,36.9,77285.0,34353.0,6113.0,6.662089409097844,3.0275289348067744,2016.0,MO,Missouri,Lee's Summit,City,BRFSS,Prevention,2941348,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.5,10.0,11.0,91364.0,"(38.9170508128, -94.3814865856)",PREVENT,ACCESS2,Health Insurance,9593.22
8513,55.0,-11.0,81.0,31.0,106.0,Missouri,O'Fallon,2954074.0,29,54074,"O'Fallon city, Missouri",80617.0,34.3,76763.0,30650.0,3390.0,4.205068409888733,3.151940657677661,2016.0,MO,Missouri,O'Fallon,City,BRFSS,Prevention,2954074,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.9,10.4,11.4,79329.0,"(38.7852244161, -90.7176856736)",PREVENT,ACCESS2,Health Insurance,8646.861
8541,53.0,-17.0,79.0,28.0,104.0,Missouri,St. Joseph,2964550.0,29,64550,"St. Joseph city, Missouri",76984.0,35.7,41969.0,21127.0,13800.0,17.925802764210744,4.420399043957186,2016.0,MO,Missouri,St. Joseph,City,BRFSS,Prevention,2964550,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.6,16.0,17.2,76780.0,"(39.7598312179, -94.8209246813)",PREVENT,ACCESS2,Health Insurance,12745.480000000001
8569,56.0,-7.0,80.0,33.0,105.0,Missouri,St. Louis,2965000.0,29,65000,"St. Louis city, Missouri",318955.0,34.2,34582.0,23048.0,84785.0,26.582119734758823,7.639635685284758,2016.0,MO,Missouri,St. Louis,City,BRFSS,Prevention,2965000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.0,17.6,18.3,319294.0,"(38.6358122615, -90.2451186799)",PREVENT,ACCESS2,Health Insurance,57472.92
8597,56.0,-10.0,81.0,32.0,106.0,Missouri,Springfield,2970000.0,29,70000,"Springfield city, Missouri",161189.0,32.9,32333.0,20634.0,38395.0,23.819863638337605,5.366371154359168,2016.0,MO,Missouri,Springfield,City,BRFSS,Prevention,2970000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,15.4,16.3,159498.0,"(37.1942661484, -93.2914273656)",PREVENT,ACCESS2,Health Insurance,25200.684
8625,49.0,-21.0,76.0,23.0,103.0,Montana,Billings,3006550.0,30,06550,"Billings city, Montana",105864.0,37.4,48908.0,27544.0,14441.0,13.641086677246278,2.854605909468752,2016.0,MT,Montana,Billings,City,BRFSS,Prevention,3006550,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.4,11.9,12.9,104170.0,"(45.7893102609, -108.54882784)",PREVENT,ACCESS2,Health Insurance,12917.08
8653,47.0,-19.0,72.0,22.0,104.0,Montana,Missoula,3050200.0,30,50200,"Missoula city, Montana",67710.0,31.5,40682.0,24884.0,13428.0,19.831634913602127,5.619553980209718,2016.0,MT,Montana,Missoula,City,BRFSS,Prevention,3050200,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.2,10.5,11.8,66788.0,"(46.8694402455, -114.009863843)",PREVENT,ACCESS2,Health Insurance,7480.255999999999
8681,52.0,-19.0,80.0,26.0,105.0,Nebraska,Lincoln,3128000.0,31,28000,"Lincoln city, Nebraska",262365.0,31.9,49113.0,26188.0,40973.0,15.61679339850971,3.8766603777180646,2016.0,NE,Nebraska,Lincoln,City,BRFSS,Prevention,3128000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.0,12.7,13.4,258379.0,"(40.8096195695, -96.6806742049)",PREVENT,ACCESS2,Health Insurance,33589.270000000004
8709,53.0,-12.0,79.0,29.0,103.0,Nebraska,Omaha,3137000.0,31,37000,"Omaha city, Nebraska",422499.0,33.9,48052.0,27165.0,68464.0,16.20453539535005,4.159773159226412,2016.0,NE,Nebraska,Omaha,City,BRFSS,Health Outcomes,3137000,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,23.0,23.2,408958.0,"(41.2642309111, -96.0415076441)",HLTHOUT,ARTHRITIS,Arthritis,94469.29800000001
8737,73.0,23.0,92.0,51.0,115.0,Nevada,Henderson,3231900.0,32,31900,"Henderson city, Nevada",261953.0,40.9,64489.0,33448.0,25532.0,9.74678663729753,5.639943043217676,2016.0,NV,Nevada,Henderson,City,BRFSS,Prevention,3231900,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.6,12.4,12.9,257729.0,"(36.0122394916, -115.037392161)",PREVENT,ACCESS2,Health Insurance,32473.854
8765,71.0,24.0,91.0,50.0,114.0,Nevada,Las Vegas,3240000.0,32,40000,"Las Vegas city, Nevada",591496.0,36.3,51143.0,25607.0,100024.0,16.910342588960873,7.020334879694875,2016.0,NV,Nevada,Las Vegas,City,BRFSS,Prevention,3240000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.6,19.4,19.8,583756.0,"(36.2274148438, -115.262670095)",PREVENT,ACCESS2,Health Insurance,114416.176
8793,71.0,22.0,92.0,49.0,115.0,Nevada,North Las Vegas,3251800.0,32,51800,"North Las Vegas city, Nevada",219725.0,30.5,53751.0,20895.0,34586.0,15.740584821936512,6.214131300489248,2016.0,NV,Nevada,North Las Vegas,City,BRFSS,Prevention,3251800,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.0,21.7,22.4,216961.0,"(36.2891993562, -115.088496088)",PREVENT,ACCESS2,Health Insurance,47731.42
8821,57.0,-6.0,82.0,33.0,104.0,Nevada,Reno,3260600.0,32,60600,"Reno city, Nevada",228442.0,34.4,46770.0,26472.0,41572.0,18.198054648444682,6.0334789574596615,2016.0,NV,Nevada,Reno,City,BRFSS,Prevention,3260600,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.5,16.1,16.9,225221.0,"(39.5540171998, -119.852733516)",PREVENT,ACCESS2,Health Insurance,37161.465000000004
8849,57.0,-6.0,82.0,33.0,104.0,Nevada,Sparks,3268400.0,32,68400,"Sparks city, Nevada",91168.0,37.1,52581.0,25540.0,11837.0,12.983722358722359,6.110696735696735,2016.0,NV,Nevada,Sparks,City,BRFSS,Prevention,3268400,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.7,16.1,17.2,90264.0,"(39.573373276, -119.713134168)",PREVENT,ACCESS2,Health Insurance,15074.087999999998
8877,49.0,-10.0,74.0,29.0,100.0,New Hampshire,Manchester,3345140.0,33,45140,"Manchester city, New Hampshire",109942.0,36.1,54496.0,28055.0,15281.0,13.899146822870241,4.77160684724673,2016.0,NH,New Hampshire,Manchester,City,BRFSS,Prevention,3345140,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.3,12.9,13.8,109565.0,"(42.9844541713, -71.4445313287)",PREVENT,ACCESS2,Health Insurance,14572.145
8905,48.0,-15.0,75.0,27.0,102.0,New Hampshire,Nashua,3350260.0,33,50260,"Nashua city, New Hampshire",86766.0,38.2,64661.0,32874.0,9165.0,10.562893299218588,5.0157895950026505,2016.0,NH,New Hampshire,Nashua,City,BRFSS,Prevention,3350260,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.2,11.6,12.7,86494.0,"(42.7491554459, -71.4909587631)",PREVENT,ACCESS2,Health Insurance,10552.268
8933,56.0,3.0,79.0,38.0,103.0,New Jersey,Camden,3410000.0,34,10000,"Camden city, New Jersey",77356.0,29.1,26202.0,13385.0,29728.0,38.430115311029525,10.034127928021098,2016.0,NJ,New Jersey,Camden,City,BRFSS,Prevention,3410000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.1,27.3,29.0,77344.0,"(39.9361910066, -75.1072961899)",PREVENT,ACCESS2,Health Insurance,21733.664
8961,54.0,1.0,78.0,36.0,103.0,New Jersey,Clifton,3413690.0,34,13690,"Clifton city, New Jersey",84591.0,37.5,66382.0,30803.0,7479.0,8.841366102776892,4.519393316073814,2016.0,NJ,New Jersey,Clifton,City,BRFSS,Prevention,3413690,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.0,14.4,15.6,84136.0,"(40.8631217425, -74.1575145342)",PREVENT,ACCESS2,Health Insurance,12620.4
8989,55.0,1.0,79.0,37.0,108.0,New Jersey,Newark,3451000.0,34,51000,"Newark city, New Jersey",277357.0,32.3,33960.0,16972.0,77198.0,27.833442098090188,9.409894107594184,2016.0,NJ,New Jersey,Newark,City,BRFSS,Prevention,3451000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.4,23.0,23.8,277140.0,"(40.7260693449, -74.1752997118)",PREVENT,ACCESS2,Health Insurance,64850.759999999995
9017,54.0,1.0,78.0,36.0,103.0,New Jersey,Passaic,3456550.0,34,56550,"Passaic city, New Jersey",70172.0,28.8,32159.0,14881.0,21078.0,30.03762184347033,4.595850196659637,2016.0,NJ,New Jersey,Passaic,City,BRFSS,Prevention,3456550,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,31.3,29.9,32.5,69781.0,"(40.8574581109, -74.1281123174)",PREVENT,ACCESS2,Health Insurance,21841.453
9045,52.0,-1.0,76.0,32.0,102.0,New Jersey,Paterson,3457000.0,34,57000,"Paterson city, New Jersey",145920.0,32.3,32707.0,15876.0,41975.0,28.76576206140351,5.278234649122807,2016.0,NJ,New Jersey,Paterson,City,BRFSS,Prevention,3457000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.0,27.4,28.6,146199.0,"(40.9146874977, -74.1624181271)",PREVENT,ACCESS2,Health Insurance,40935.72
9073,54.0,-1.0,78.0,34.0,105.0,New Jersey,Trenton,3474000.0,34,74000,"Trenton city, New Jersey",84609.0,33.2,36662.0,17532.0,21288.0,25.160443924405204,8.858395678946684,2016.0,NJ,New Jersey,Trenton,City,BRFSS,Prevention,3474000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,25.0,24.3,25.6,84913.0,"(40.2237289981, -74.7639943311)",PREVENT,ACCESS2,Health Insurance,21228.25
9101,54.0,1.0,78.0,36.0,103.0,New Jersey,Union City,3474630.0,34,74630,"Union City city, New Jersey",67233.0,34.0,40763.0,19475.0,16307.0,24.254458376095073,7.521603974238841,2016.0,NJ,New Jersey,Union City,City,BRFSS,Prevention,3474630,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.8,27.7,30.2,66455.0,"(40.7674606884, -74.032293507)",PREVENT,ACCESS2,Health Insurance,19139.04
9129,60.0,-6.0,81.0,37.0,102.0,New Mexico,Albuquerque,3502000.0,35,02000,"Albuquerque city, New Mexico",549812.0,35.4,47989.0,26769.0,97304.0,17.697685754403324,4.320931518409929,2016.0,NM,New Mexico,Albuquerque,City,BRFSS,Prevention,3502000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.4,12.1,12.6,545852.0,"(35.1055025771, -106.647447696)",PREVENT,ACCESS2,Health Insurance,67685.648
9157,53.0,-11.0,78.0,29.0,100.0,New Mexico,Rio Rancho,3563460.0,35,63460,"Rio Rancho city, New Mexico",89098.0,36.4,59883.0,27311.0,10082.0,11.315629980470941,3.8003097712631035,2016.0,NM,New Mexico,Rio Rancho,City,BRFSS,Health Outcomes,3563460,Diagnosed diabetes among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.5,8.4,8.7,87521.0,"(35.287307935, -106.697981552)",HLTHOUT,DIABETES,Diabetes,7439.285000000001
9185,64.0,0.0,86.0,40.0,106.0,New Mexico,Las Cruces,3539380.0,35,39380,"Las Cruces city, New Mexico",99186.0,31.7,40040.0,21460.0,22265.0,22.447724477244773,5.418103361361482,2016.0,NM,New Mexico,Las Cruces,City,BRFSS,Prevention,3539380,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.4,14.5,97618.0,"(32.326638797, -106.789465579)",PREVENT,ACCESS2,Health Insurance,13568.902000000002
9213,56.0,3.0,78.0,39.0,104.0,New York,Mount Vernon,3649121.0,36,49121,"Mount Vernon city, New York",67653.0,37.7,49328.0,27454.0,10672.0,15.774614577328427,7.837050832926847,2016.0,NY,New York,Mount Vernon,City,BRFSS,Prevention,3649121,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.2,12.6,13.7,67292.0,"(40.9136008569, -73.8291001676)",PREVENT,ACCESS2,Health Insurance,8882.544
9241,56.0,3.0,78.0,39.0,104.0,New York,New Rochelle,3650617.0,36,50617,"New Rochelle city, New York",77820.0,38.4,67094.0,40705.0,9299.0,11.949370341814443,4.442302749935749,2016.0,NY,New York,New Rochelle,City,BRFSS,Prevention,3650617,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.8,12.1,13.4,77062.0,"(40.9321713141, -73.7843883178)",PREVENT,ACCESS2,Health Insurance,9863.936
9269,54.0,3.0,75.0,38.0,103.0,New York,New York,3651000.0,36,51000,"New York city, New York",8268999.0,35.6,52259.0,32010.0,1653857.0,20.000691740318267,5.453973328573386,2016.0,NY,New York,New York,City,BRFSS,Prevention,3651000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.7,14.6,14.7,8175133.0,"(40.694960689, -73.9313850409)",PREVENT,ACCESS2,Health Insurance,1201744.551
9297,51.0,-12.0,75.0,28.0,99.0,New York,Schenectady,3665508.0,36,65508,"Schenectady city, New York",65990.0,34.6,38381.0,20467.0,14994.0,22.721624488558874,5.750871344143052,2016.0,NY,New York,Schenectady,City,BRFSS,Prevention,3665508,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.1,12.7,13.5,66135.0,"(42.8025204414, -73.9275333869)",PREVENT,ACCESS2,Health Insurance,8663.685
9325,48.0,-17.0,74.0,26.0,101.0,New York,Syracuse,3673000.0,36,73000,"Syracuse city, New York",144742.0,29.4,31365.0,19121.0,45605.0,31.50778626798027,5.62725401058435,2016.0,NY,New York,Syracuse,City,BRFSS,Prevention,3673000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.8,13.5,14.2,145170.0,"(43.0409202097, -76.1437679213)",PREVENT,ACCESS2,Health Insurance,20033.460000000003
9353,55.0,-1.0,78.0,35.0,98.0,North Carolina,Asheville,3702140.0,37,02140,"Asheville city, North Carolina",84883.0,38.0,42016.0,26912.0,16398.0,19.318355854529177,4.755958201288833,2016.0,NC,North Carolin,Asheville,City,BRFSS,Prevention,3702140,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.4,14.6,83393.0,"(35.5708251391, -82.5537350816)",PREVENT,ACCESS2,Health Insurance,11675.02
9381,59.0,4.0,83.0,39.0,105.0,North Carolina,Cary,3710740.0,37,10740,"Cary town, North Carolina",141292.0,36.4,90250.0,41554.0,8663.0,6.131274240579792,2.9286866913908787,2016.0,NC,North Carolin,Cary,City,BRFSS,Prevention,3710740,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.1,10.7,11.4,135234.0,"(35.7814978722, -78.8152191642)",PREVENT,ACCESS2,Health Insurance,15010.974
